dow,lake_name,acre,utm_x,utm_y,county,county_name,inspect,zm2019,ss2019,ew2019
16000100,superior,962700,691855,5286010,16,cook,1,1,0,1
39000200,lake of the woods,307010,359760,5443439,39,lake of the woods,1,0,0,0
4003500,red,288800,339750,5313306,4,beltrami,1,1,1,0
48000200,mille lacs,132516,449784,5118046,48,mille lacs,1,1,0,1
11020300,leech,109415,392208,5226306,11,cass,1,1,0,1
11014700,winnibigoshish,69821,410659,5256013,11,cass,1,1,1,0
69069400,rainy,54140,507780,5380318,69,saint louis,1,0,0,0
69037800,vermilion,49110,540078,5303033,69,saint louis,1,0,0,0
4003000,cass,29775,384639,5253381,4,beltrami,1,1,1,0
69084500,kabetogama,24800,503127,5366811,69,saint louis,1,0,0,0
31053200,pokegama,15600,455257,5226890,31,itasca,1,0,0,0
27013300,minnetonka,14310,456616,4976883,27,hennepin,1,1,0,1
56024200,otter tail,13845,295500,5142483,56,otter tail,1,1,0,0
69011800,burntside,10236,576747,5309276,69,saint louis,1,0,0,0
11030500,gull,9541,395754,5144497,11,cass,1,1,0,0
1006200,big sandy,9380,478522,5179164,1,aitkin,1,0,0,0
31081300,bowstring,8900,431622,5265612,31,itasca,1,0,0,0
18030800,pelican,8468,409955,5158505,18,crow wing,1,1,0,0
37004600,lac qui parle,8400,265621,4997767,37,lac qui parle,1,1,0,0
69037200,island lake reservoir,8280,561415,5207476,69,saint louis,1,0,0,0
18031000,whitefish,7969,406398,5170853,18,crow wing,1,1,0,0
16063300,saganaga,7880,654142,5341246,16,cook,1,0,0,0
56038300,dead,7827,288873,5151037,56,otter tail,1,0,0,0
61013000,minnewaska,7770,310731,5055102,61,pope,1,1,1,1
69000300,birch,7628,585983,5288017,69,saint louis,1,0,0,0
56074700,lida,7277,272704,5162677,56,otter tail,1,1,0,0
4013000,bemidji,6920,360839,5262770,4,beltrami,1,1,0,0
77021500,osakis,6768,336640,5086100,77,todd,1,1,0,0
18037200,north long,6178,404693,5143639,18,crow wing,1,1,0,0
21008300,miltona,5924,316216,5101018,21,douglas,1,1,0,0
34007900,green,5821,353579,5014338,34,kandiyohi,1,1,0,1
56023900,west battle,5672,295634,5130072,56,otter tail,1,1,0,0
11020100,woman,5360,403405,5201363,11,cass,1,0,0,0
16034800,brule,5204,671746,5312261,16,cook,1,0,0,0
69037500,whiteface reservoir,4980,563179,5239827,69,saint louis,1,0,0,0
56013000,big pine,4834,308373,5165121,56,otter tail,1,0,0,0
11041500,pike bay,4820,381520,5245561,11,cass,1,1,0,0
38052900,snowbank,4819,617628,5316806,38,lake,1,0,0,0
56038500,star,4809,284370,5155616,56,otter tail,1,0,0,0
11041300,ten mile,4640,380380,5203114,11,cass,1,1,0,0
21012300,ida,4506,313176,5096702,21,douglas,1,1,0,0
56078600,pelican,4314,269112,5176357,56,otter tail,1,1,0,0
56076000,lizzie,4145,268988,5168720,56,otter tail,1,1,0,0
3019500,height of land,3943,301316,5196467,3,becker,1,0,0,0
31071900,deer,3926,449462,5246963,31,itasca,1,0,0,0
61007800,reno,3818,311777,5068466,61,pope,1,1,0,0
31082600,sand,3785,424230,5274137,31,itasca,1,1,0,0
86025200,clearwater,3704,412316,5017445,86,wright,1,1,0,1
26000200,pelican,3680,283522,5104535,26,grant,1,0,0,0
4004900,big,3565,377805,5262876,4,beltrami,1,0,0,0
73020000,koronis,3471,365848,5021565,73,stearns,1,0,1,0
69000400,white iron,3429,588528,5301471,69,saint louis,1,0,0,0
11014300,boy,3404,412735,5217718,11,cass,1,0,0,0
3057600,big cormorant,3380,266117,5183661,3,becker,1,1,0,0
69049100,fish lake flowage,3260,555262,5198681,69,saint louis,1,0,0,0
31085700,cut foot sioux,3222,418110,5262722,31,itasca,1,0,0,0
10005900,waconia,3196,437932,4968688,10,carver,1,1,0,1
13006900,rush,3170,495740,5059842,13,chisago,1,0,0,1
56038600,big mcdonald,3096,288002,5162288,56,otter tail,1,1,0,0
3038100,detroit,3089,284496,5185986,3,becker,1,1,0,0
21005700,carlos,3017,316822,5092997,21,douglas,1,1,0,0
49007900,alexander,2990,380909,5118375,49,morrison,1,1,0,1
31089600,round,2959,412845,5274577,31,itasca,1,0,0,0
31091300,island,2920,406961,5297348,31,itasca,1,0,0,0
34008600,big kandiyohi,2877,347694,4984519,34,kandiyohi,1,0,0,0
41004300,benton,2875,241423,4909966,41,lincoln,1,0,0,0
18030500,edward,2844,411044,5151241,18,crow wing,1,1,0,0
31057600,bass,2844,451314,5240139,31,itasca,1,0,0,0
86003100,pelican,2793,439406,5008988,86,wright,1,0,0,1
4006900,blackduck,2742,378731,5287785,4,beltrami,1,0,0,0
69006900,shagawa,2639,583854,5307140,69,saint louis,1,0,0,0
29015600,plantagenet,2620,354685,5250119,29,hubbard,1,0,0,0
31006700,swan,2615,486437,5238939,31,itasca,1,0,0,0
29007500,kabekona,2607,366758,5224546,29,hubbard,1,0,0,0
21009200,mary,2559,307127,5078036,21,douglas,1,1,0,0
47004600,washington,2524,391934,4991747,47,meeker,1,0,0,1
56023800,clitherall,2522,294831,5125865,56,otter tail,1,0,0,0
34025100,norway,2496,334655,5019816,34,kandiyohi,1,1,0,1
81009500,elysian,2462,444501,4891696,81,waseca,1,0,0,0
1003300,minnewawa,2451,479181,5172968,1,aitkin,1,0,0,0
18003400,bay,2435,434686,5137372,18,crow wing,1,1,0,1
82016700,white bear,2432,501697,4991046,82,washington,1,1,0,1
56013800,east battle,2360,303435,5130011,56,otter tail,1,1,0,0
38081100,fall,2322,594266,5311379,38,lake,1,0,0,0
40009200,jefferson,2290,438757,4901997,40,le sueur,1,0,0,1
19000600,byllesby,2255,501826,4929446,19,dakota,1,0,0,0
29024300,potato,2239,344161,5207099,29,hubbard,1,0,0,0
3024100,tamarack,2227,296617,5199965,3,becker,1,0,0,0
82015900,forest,2206,502476,5014067,82,washington,1,1,0,1
61018000,emily,2164,293790,5043590,61,pope,1,1,0,1
4012000,gull,2148,370727,5281205,4,beltrami,1,0,0,0
31039200,wabana,2146,460462,5252610,31,itasca,1,0,0,0
77015000,sauk,2111,349958,5071750,77,todd,1,1,0,1
16007700,greenwood,2078,710489,5320107,16,cook,1,0,0,0
3032800,white earth,2074,291133,5223099,3,becker,1,0,0,0
31072500,turtle,2066,448335,5275118,31,itasca,1,0,0,0
69093900,sturgeon,2050,496088,5280513,69,saint louis,1,0,0,0
56014200,little pine,2036,304368,5167616,56,otter tail,1,0,0,0
1015900,farm island,2025,440662,5140873,1,aitkin,1,0,0,0
77008400,big birch,2025,363760,5071147,77,todd,1,1,0,0
31021600,trout,1953,469360,5234152,31,itasca,1,0,0,0
3028600,cotton,1916,294415,5195638,3,becker,1,0,0,0
21005600,le homme dieu,1892,317573,5088722,21,douglas,1,1,0,1
31033400,deer,1891,471615,5298330,31,itasca,1,0,0,0
18031200,cross lake reservoir,1884,413925,5168942,18,crow wing,1,1,0,0
29016100,long,1863,347669,5194473,29,hubbard,1,0,0,0
13004100,green,1830,507653,5020789,13,chisago,1,0,0,1
3047500,melissa,1827,278516,5180711,3,becker,1,1,0,0
31041000,trout,1792,458192,5256659,31,itasca,1,0,0,0
31078600,jessie,1782,438455,5270666,31,itasca,1,0,0,0
2004200,coon,1779,489705,5018638,2,anoka,1,0,0,1
1020900,cedar,1778,439680,5150444,1,aitkin,1,0,0,0
29015100,mantrap,1770,355695,5214272,29,hubbard,1,0,0,0
11005900,washburn,1768,424050,5191211,11,cass,1,0,0,1
18008800,platte,1768,428761,5112705,18,crow wing,1,0,0,0
11050400,steamboat,1761,375102,5236445,11,cass,1,1,0,0
21014500,chippewa,1761,303392,5096690,21,douglas,1,1,0,0
29018500,big sand,1738,350366,5207036,29,hubbard,1,0,0,0
34019200,long,1715,340256,5007361,34,kandiyohi,1,0,0,0
18037300,round,1706,401610,5145710,18,crow wing,1,1,0,0
34004400,diamond,1697,355195,5004937,34,kandiyohi,1,1,0,0
4011100,turtle river,1664,370169,5270665,4,beltrami,1,0,0,0
11041100,pine mountain,1657,383041,5186696,11,cass,1,0,0,0
41011000,hendricks,1634,226464,4932901,41,lincoln,1,0,0,0
58014200,pokegama,1621,496805,5076991,58,pine,1,0,0,1
56024300,marion,1610,295860,5156776,56,otter tail,1,0,0,0
34007200,lillian,1608,352133,4980585,34,kandiyohi,1,0,0,0
3032300,strawberry,1607,295035,5216512,3,becker,1,0,0,0
56037900,north turtle,1603,284510,5131926,56,otter tail,1,0,0,0
3015800,many point,1588,307277,5216896,3,becker,1,0,0,0
4015900,turtle,1584,359747,5275576,4,beltrami,1,0,1,0
73019600,rice,1568,373478,5025901,73,stearns,1,0,1,0
40011700,washington,1565,429986,4900166,40,le sueur,1,0,0,0
11004300,roosevelt,1561,427998,5185996,11,cass,1,0,0,1
16013900,clearwater,1537,697251,5328716,16,cook,1,0,0,0
82005200,big marine,1527,510977,5007251,82,washington,1,0,0,1
86009000,buffalo,1510,429791,5001416,86,wright,1,0,0,1
56032800,little mcdonald,1506,292892,5165461,56,otter tail,1,1,0,0
18031500,big trout,1486,411883,5174820,18,crow wing,1,1,0,0
15014900,pine,1465,310427,5285141,15,clearwater,1,0,0,0
58006700,sturgeon,1456,518723,5136325,58,pine,1,0,0,1
49012700,shamineau,1453,376612,5123492,49,morrison,1,0,0,1
4003800,andrusia,1448,374940,5256744,4,beltrami,1,1,0,0
56074900,crystal,1448,273999,5166589,56,otter tail,1,1,0,0
56061300,ten mile,1445,270574,5112731,56,otter tail,1,1,0,0
60030500,maple,1445,261892,5282745,60,polk,1,0,0,0
29024200,fish hook,1432,342979,5202415,29,hubbard,1,0,0,0
31053800,spider,1422,457045,5259787,31,itasca,1,0,0,0
56038800,long,1400,288372,5169920,56,otter tail,1,0,0,0
11016700,little boy,1396,409488,5199288,11,cass,1,0,0,0
34006200,calhoun,1396,356250,5014932,34,kandiyohi,1,1,0,1
11020400,portage,1381,400899,5244137,11,cass,1,0,0,0
18013600,south long,1380,416374,5125703,18,crow wing,1,0,0,0
38077900,farm,1380,595227,5305777,38,lake,1,0,0,0
31035300,split hand,1352,463143,5211908,31,itasca,1,0,0,0
56024000,blanche,1352,295423,5136090,56,otter tail,1,0,0,0
31055400,siseebakwet,1350,449173,5222800,31,itasca,1,0,0,0
7004400,madison,1345,435740,4893840,7,blue earth,1,0,0,1
18037500,hubert,1344,402590,5148965,18,crow wing,1,1,0,0
56043700,stalker,1341,281798,5121143,56,otter tail,1,0,0,0
40003100,tetonka,1336,451311,4897641,40,le sueur,1,0,0,1
62000200,bald eagle,1332,498773,4995675,62,ramsey,1,1,0,0
49013700,fish trap,1320,374452,5118685,49,morrison,1,1,0,0
11006200,thunder,1316,426712,5199857,11,cass,1,0,0,0
38064400,moose,1307,612577,5317347,38,lake,1,0,0,0
21014400,lobster,1293,305428,5082977,21,douglas,1,1,0,0
3035900,sallie,1287,278876,5183854,3,becker,1,1,0,0
11017100,wabedo,1272,406558,5195416,11,cass,1,0,0,0
11041200,birch,1262,382395,5199750,11,cass,1,0,0,0
5001300,little rock,1259,409201,5065205,5,benton,1,0,0,0
29014600,belle taine,1252,355452,5200468,29,hubbard,1,0,0,0
3038700,floyd,1212,282312,5194967,3,becker,1,1,0,0
3015300,island,1209,307190,5200552,3,becker,1,0,0,0
4007900,wolf,1206,372745,5253836,4,beltrami,1,0,1,0
3029300,rock,1198,289711,5200724,3,becker,1,0,0,0
7006000,eagle,1183,428068,4893942,7,blue earth,1,0,0,1
56036000,rose,1177,290565,5172738,56,otter tail,1,1,0,0
56021000,long,1173,296979,5147370,56,otter tail,1,0,0,0
47000200,francis,1172,400982,5008345,47,meeker,1,0,0,0
3015500,round,1163,306925,5212462,3,becker,1,0,0,0
18009000,serpent,1154,428703,5147861,18,crow wing,1,1,0,0
34002200,elizabeth,1153,358296,4991772,34,kandiyohi,1,0,0,0
86023300,sugar,1145,418677,5018782,86,wright,1,1,0,1
31072200,moose,1140,447801,5249517,31,itasca,1,0,0,0
33002800,knife,1127,476017,5090983,33,kanabec,1,0,0,1
21008000,darling,1126,314177,5087869,21,douglas,1,1,0,0
56075900,franklin,1121,272911,5170426,56,otter tail,1,1,0,0
11025000,ada,1092,397280,5187125,11,cass,1,0,0,0
47001500,jennie,1089,394977,4983827,47,meeker,1,0,0,0
15001600,itasca,1088,333335,5231539,15,clearwater,1,0,0,0
21025700,oscar,1080,298202,5078413,21,douglas,1,1,0,1
56052300,east loon,1073,283037,5167783,56,otter tail,1,1,0,0
44001400,south twin,1072,299807,5234395,44,marshall,1,1,0,0
47013400,ripley,1060,378791,4995888,47,meeker,1,0,0,1
4034300,clearwater,1039,336083,5288852,4,beltrami,1,0,0,0
18002000,borden,1038,434693,5128796,18,crow wing,1,0,0,0
86027900,west lake sylvia,1027,404695,5011802,86,wright,1,0,1,1
56091500,prairie,1025,264845,5165400,56,otter tail,1,1,0,0
77002300,big swan,1024,364176,5083099,77,todd,1,0,0,0
27017600,independence,1020,448870,4986673,27,hennepin,1,1,0,1
29010100,crooked,1020,359792,5210061,29,hubbard,1,0,0,0
34015400,nest,1019,345749,5014033,34,kandiyohi,1,1,0,0
58011900,cross,1013,504416,5077414,58,pine,1,0,0,1
86013400,maple,1013,424728,5009562,86,wright,1,1,0,1
3015900,elbow,1002,305524,5221995,3,becker,1,0,0,0
11038300,pleasant,997,387815,5197257,11,cass,1,0,0,0
73013300,cedar island,995,382388,5031238,73,stearns,1,1,0,0
73015700,horseshoe,995,380049,5031642,73,stearns,1,0,0,0
56020900,buchanan,987,303704,5147149,56,otter tail,1,0,0,0
29006100,garfield,984,367719,5231589,29,hubbard,1,1,0,0
2000500,george watch,980,492828,5002646,2,anoka,1,0,0,1
56068400,fish,976,274506,5137882,56,otter tail,1,0,0,0
40006300,german,975,441822,4902828,40,le sueur,1,0,0,1
18025100,horseshoe,974,414916,5159320,18,crow wing,1,0,0,0
70002600,lower prior,972,466560,4953270,70,scott,1,1,0,1
21008500,andrew,970,312097,5076875,21,douglas,1,1,0,0
3058800,upper cormorant,963,260619,5185704,3,becker,1,1,0,0
31071700,rice,959,448307,5229101,31,itasca,1,0,0,0
11030800,big portage,956,391855,5190017,11,cass,1,0,0,0
27010400,medicine,951,466802,4984036,27,hennepin,1,1,1,1
3050600,little cormorant,939,269042,5188434,3,becker,1,0,0,0
11012000,inguadona,935,414181,5202723,11,cass,1,0,0,0
13001200,chisago,930,509704,5023585,13,chisago,1,0,0,1
66005200,cedar,927,465718,4904738,66,rice,1,0,0,1
11014200,long,926,411263,5208715,11,cass,1,0,0,0
18003800,clearwater,917,429708,5138389,18,crow wing,1,0,0,1
56048100,west lost,915,278464,5141106,56,otter tail,1,0,0,0
13002700,south center,913,513958,5025020,13,chisago,1,0,0,1
60021700,union,910,268017,5276828,60,polk,1,0,0,1
31065300,north star,907,450109,5267251,31,itasca,1,1,0,0
1014200,hill,898,454631,5206155,1,aitkin,1,0,0,0
18024200,upper mission,895,417743,5156104,18,crow wing,1,0,0,1
56030200,silver,894,289472,5132808,56,otter tail,1,0,0,0
34017100,eagle,891,342898,5005320,34,kandiyohi,1,1,0,0
11030400,sylvan,882,391170,5134483,11,cass,1,0,0,0
29021600,george,882,350236,5228388,29,hubbard,1,0,0,0
40000200,upper sakatah,881,456290,4897009,40,le sueur,1,0,0,0
66005500,shields,877,464861,4913016,66,rice,1,0,0,1
21010600,latoka,872,311549,5083637,21,douglas,1,1,0,0
40005700,frances,870,443989,4895562,40,le sueur,1,0,0,1
56011600,east leaf,870,312021,5141592,56,otter tail,1,0,0,0
21007900,maple,867,315610,5071862,21,douglas,1,1,0,0
56025300,eagle,853,292181,5116564,56,otter tail,1,1,0,0
44000300,tulaby,849,302409,5225721,44,marshall,1,0,0,0
29007100,grace,844,368329,5251993,29,hubbard,1,0,0,0
66003800,french,842,468744,4909644,66,rice,1,0,0,1
86022700,cedar,837,416689,5013006,86,wright,1,1,0,1
4013400,three island,836,365028,5275704,4,beltrami,1,0,0,0
56047500,pickerel,833,284417,5145367,56,otter tail,1,0,0,0
69066000,ely,827,538951,5255392,69,saint louis,1,0,0,0
70009100,cedar,823,458452,4938087,70,scott,1,0,0,0
1013600,waukenabo,819,452536,5175906,1,aitkin,1,0,0,0
7009600,loon,818,405745,4883454,7,blue earth,1,0,0,0
34021700,florida,801,338440,5013061,34,kandiyohi,1,1,0,1
18009600,upper south long,793,419998,5129106,18,crow wing,1,0,0,1
77008900,little birch,793,361013,5072138,77,todd,1,1,0,1
29003600,eleventh crow wing,790,368951,5208521,29,hubbard,1,0,0,0
56078100,swan,784,268436,5122634,56,otter tail,1,1,0,0
18010400,nokay,782,425922,5136532,18,crow wing,1,0,0,0
3008500,bad medicine,782,317648,5221722,3,becker,1,0,0,0
21029100,red rock,781,289316,5081891,21,douglas,1,0,0,0
34020600,andrew,781,339774,5019415,34,kandiyohi,1,0,0,1
34017200,ringo,774,342411,5010383,34,kandiyohi,1,0,0,0
55000400,zumbro,774,543032,4891858,55,olmsted,1,1,0,0
48001200,shakopee,771,444346,5106247,48,mille lacs,1,0,0,0
86005300,pulaski,770,432937,5005318,86,wright,1,0,0,1
86019900,howard,764,415839,4991573,86,wright,1,0,0,1
11027400,blackwater,761,400655,5195901,11,cass,1,0,0,0
13003200,north center,760,513386,5028384,13,chisago,1,0,0,1
56019100,stuart,757,301096,5127882,56,otter tail,1,0,0,0
56016000,spitzer,756,297085,5114191,56,otter tail,1,0,0,0
56065800,wall,756,271627,5128284,56,otter tail,1,0,0,0
73013800,two rivers,756,382668,5059949,73,stearns,1,0,0,0
73003700,pearl,755,397758,5028108,73,stearns,1,0,0,0
86028900,east lake sylvia,747,406209,5011657,86,wright,1,1,0,0
56078400,long,746,265281,5146404,56,otter tail,1,1,0,0
56037700,south turtle,743,284713,5128965,56,otter tail,1,0,0,0
18024300,lower mission,739,415354,5153661,18,crow wing,1,0,0,1
18035200,ossawinnamakee,739,408184,5164647,18,crow wing,1,1,0,1
10000900,minnewashta,738,451653,4969734,10,carver,1,1,0,1
1020400,round,736,438123,5131421,1,aitkin,1,1,0,0
11028300,baby,736,396245,5201984,11,cass,1,0,0,0
56087700,jewett,736,265555,5144256,56,otter tail,1,1,0,0
56011400,west leaf,729,308472,5142669,56,otter tail,1,0,0,0
4003400,rabideau,723,386346,5277029,4,beltrami,1,0,0,0
18037800,lower hay,720,401813,5169061,18,crow wing,1,1,0,0
16036000,caribou,714,675548,5286919,16,cook,1,0,0,0
13008300,goose,710,493876,5052433,13,chisago,1,0,0,1
21001600,smith,710,325475,5079909,21,douglas,1,0,0,0
4013500,beltrami,701,364041,5273201,4,beltrami,1,0,1,0
70005400,spring,696,462586,4949723,70,scott,1,0,0,0
56031000,walker,694,294360,5146004,56,otter tail,1,1,0,0
29015700,upper twin,693,345405,5185854,29,hubbard,1,0,0,0
21007600,irene,691,321548,5103410,21,douglas,1,1,0,0
66003900,mazaska,687,468214,4913319,66,rice,1,0,0,1
11019000,town line,682,408513,5213454,11,cass,1,0,0,1
1014600,ripple,676,448259,5145476,1,aitkin,1,0,0,0
18020300,emily,675,427692,5175024,18,crow wing,1,0,0,1
2000300,otter,674,496766,4996653,2,anoka,1,0,0,1
31056100,blackwater,674,449919,5234085,31,itasca,1,0,0,0
3030400,big sugar bush,668,288977,5213206,3,becker,1,0,0,0
73005500,grand,666,395409,5032400,73,stearns,1,0,1,0
13002800,south lindstrom,664,510948,5025396,13,chisago,1,0,0,1
21005200,geneva,663,319386,5085643,21,douglas,1,1,0,0
56038700,sybil,654,286904,5167116,56,otter tail,1,1,0,0
1015700,big pine,646,440529,5133813,1,aitkin,1,1,0,0
4014000,irving,644,358006,5258037,4,beltrami,1,0,0,0
3001700,two inlets,643,333395,5210665,3,becker,1,0,0,0
34018000,willmar,641,340491,5000915,34,kandiyohi,1,0,0,0
18041200,upper hay,640,400332,5166341,18,crow wing,1,1,0,0
56053200,leek (trowbridge),640,281117,5173630,56,otter tail,1,0,0,0
86025100,pleasant,639,411742,5014091,86,wright,1,0,1,1
29007700,third crow wing,636,358402,5191532,29,hubbard,1,0,0,0
27019100,sarah,630,446445,4990506,27,hennepin,1,0,0,1
47006800,stella,626,388270,4991385,47,meeker,1,1,0,1
18021200,ruth,623,427226,5177740,18,crow wing,1,1,0,1
77018100,maple,621,344620,5085822,77,todd,1,0,0,0
11031100,webb,619,392334,5201306,11,cass,1,0,0,0
3058200,ida,619,263247,5179713,3,becker,1,1,0,0
4001100,moose,617,389928,5266828,4,beltrami,1,0,1,0
31078400,little jessie,613,438271,5267434,31,itasca,1,0,0,0
81001400,clear,611,461118,4881379,81,waseca,1,0,0,1
60003200,turtle,605,299336,5276694,60,polk,1,0,0,0
34024600,east solomon,601,335051,5004690,34,kandiyohi,1,0,0,0
69037600,whitewater,599,562247,5261238,69,saint louis,1,0,0,0
2000800,rice,598,490323,5000001,2,anoka,1,0,0,0
60006900,sand hill,598,293493,5265197,60,polk,1,0,0,0
29011700,spider,593,359172,5206466,29,hubbard,1,0,0,0
73010600,big fish,591,385749,5041556,73,stearns,1,1,0,0
1009300,clear,590,461367,5141817,1,aitkin,1,0,0,0
56050100,east spirit,589,281030,5165842,56,otter tail,1,1,0,0
29006600,midge,588,370347,5249604,29,hubbard,1,0,0,0
58006200,island,582,519405,5139125,58,pine,1,0,0,0
56044800,anna,581,280021,5136653,56,otter tail,1,0,0,0
2002600,linwood,576,491399,5022021,2,anoka,1,0,0,1
58008100,sand,575,517219,5140223,58,pine,1,0,0,1
1002300,round,571,485267,5171543,1,aitkin,1,0,0,0
69048900,caribou,569,552834,5194234,69,saint louis,1,0,0,0
9003200,big,566,528279,5172312,9,carlton,1,0,0,0
19002600,marion,565,477721,4945533,19,dakota,1,1,0,1
29008600,first crow wing,564,359428,5188591,29,hubbard,1,0,0,0
47011900,minnie-belle,559,379645,4988101,47,meeker,1,0,0,1
34022400,games,557,335418,5022106,34,kandiyohi,1,0,0,1
11048800,thirteen,556,382814,5238720,11,cass,1,0,0,0
24001800,fountain,555,469689,4833933,24,freeborn,1,0,0,0
80003400,blueberry,555,340711,5183668,80,wadena,1,0,0,0
27011100,eagle/pike,544,467471,4991302,27,hennepin,1,0,0,1
31008400,shallow,544,477195,5219269,31,itasca,1,0,0,0
34018100,foot,544,337815,4999661,34,kandiyohi,1,0,0,0
86026300,cokato,544,408121,4995776,86,wright,1,0,0,0
2001600,howard,541,496593,5011990,2,anoka,1,0,0,0
3020000,pine,540,298466,5199137,3,becker,1,0,0,0
31062400,grave,538,449941,5261488,31,itasca,1,0,0,0
18001800,camp,537,433036,5120241,18,crow wing,1,0,0,0
16034600,cascade,534,676931,5304301,16,cook,1,0,0,0
69014300,wolf,529,579609,5236668,69,saint louis,1,0,0,0
1017800,spirit,523,445673,5143485,1,aitkin,1,0,0,0
11037100,stony,523,386260,5202193,11,cass,1,0,0,0
29007800,fourth crow wing,523,357990,5192964,29,hubbard,1,0,0,0
29025400,island,522,340056,5212744,29,hubbard,1,0,0,0
58012300,grindstone,520,499446,5107635,58,pine,1,0,0,0
3057500,leif,519,267906,5187198,3,becker,1,0,0,0
61011100,pelican,516,308586,5057450,61,pope,1,0,0,0
29007200,eighth crow wing,515,363706,5202260,29,hubbard,1,0,0,0
4032900,balm,508,342198,5294993,4,beltrami,1,0,0,0
69049000,pike,508,553223,5190655,69,saint louis,1,1,0,0
86028800,john,506,408615,5012284,86,wright,1,1,0,1
29014800,upper bottle,505,353583,5211674,29,hubbard,1,0,0,0
11020000,mule,501,403159,5196140,11,cass,1,0,0,0
56006600,fish,500,314993,5111463,56,otter tail,1,0,0,0
11030700,norway,498,393162,5177073,11,cass,1,0,0,0
86011400,waverly,498,423514,4991771,86,wright,1,0,0,1
2000600,centerville,495,494533,5001085,2,anoka,1,0,0,1
4016600,julia,492,358131,5281240,4,beltrami,1,0,0,0
29004800,benedict,488,371657,5221985,29,hubbard,1,0,0,0
2009100,george,486,473667,5022573,2,anoka,1,0,0,1
2000400,peltier,483,495303,5002586,2,anoka,1,0,0,1
56044900,pleasant,482,277628,5137154,56,otter tail,1,0,0,0
73013900,long,478,380540,5028629,73,stearns,1,0,0,0
18040300,lower cullen,469,401005,5154748,18,crow wing,1,1,0,0
56029800,deer,468,287023,5137589,56,otter tail,1,0,0,0
1008700,sugar,466,463320,5140307,1,aitkin,1,0,0,0
71001600,fremont,466,455009,5033672,71,sherburne,1,0,0,0
18004100,crooked,462,430128,5135368,18,crow wing,1,0,0,1
4019600,campbell,462,354193,5276396,4,beltrami,1,0,0,0
21018000,mill,461,303508,5080774,21,douglas,1,1,0,0
18029400,mitchell,460,420024,5180968,18,crow wing,1,0,0,0
4012200,medicine,458,369882,5287715,4,beltrami,1,0,0,0
56056900,norway,458,277612,5133031,56,otter tail,1,0,0,0
70007200,upper prior,458,464487,4951343,70,scott,1,1,0,1
18033800,gladstone,457,404835,5147964,18,crow wing,1,0,0,0
86019000,ann,457,417521,4986515,86,wright,1,0,0,0
9006000,island,456,509340,5168349,9,carlton,1,0,0,0
31056500,jay gould,455,452521,5232329,31,itasca,1,0,0,0
21005400,victoria,447,318174,5082589,21,douglas,1,1,0,1
73015900,big,446,376693,5031220,73,stearns,1,0,0,0
3035000,buffalo,444,287620,5205654,3,becker,1,0,0,0
58004800,oak,444,531151,5137186,58,pine,1,0,0,0
62006100,turtle,444,489130,4993897,62,ramsey,1,0,0,1
29024600,hennepin,443,345206,5245057,29,hubbard,1,0,0,0
82016300,clear,443,499868,5011917,82,washington,1,0,0,1
82004900,big carnelian,442,515057,4998058,82,washington,1,0,0,0
18037900,white sand,441,400974,5133947,18,crow wing,1,0,0,1
29025600,eagle,440,340344,5210558,29,hubbard,1,0,0,0
1012500,lone,437,449124,5143431,1,aitkin,1,0,0,0
29015000,little sand,437,353085,5205921,29,hubbard,1,0,0,0
18014500,rice,434,410305,5136678,18,crow wing,1,1,0,0
3013600,juggler,434,313497,5222512,3,becker,1,0,0,0
3018900,little toad,434,304413,5190260,3,becker,1,0,0,0
3038300,long,434,279341,5188935,3,becker,1,0,0,0
1008900,long,433,462124,5148231,1,aitkin,1,0,0,0
30013800,south stanchfield,433,463270,5054126,30,isanti,1,0,0,0
29025000,portage,429,338450,5203550,29,hubbard,1,0,0,0
71006700,eagle,426,442034,5026736,71,sherburne,1,0,0,1
3001000,straight,420,326977,5201717,3,becker,1,0,0,0
61002300,grove,420,329221,5051937,61,pope,1,0,0,0
9003800,hanging horn,420,523502,5147206,9,carlton,1,0,0,0
56093100,tamarac,416,264303,5172587,56,otter tail,1,0,0,0
16009600,elbow,415,701989,5304806,16,cook,1,0,0,0
18040400,sibley,412,398439,5161143,18,crow wing,1,0,0,0
77002700,long,412,366293,5082941,77,todd,1,0,0,0
4026500,island,411,348030,5293841,4,beltrami,1,0,0,0
73011700,big spunk,410,385246,5049915,73,stearns,1,0,0,0
9005700,eagle,410,506273,5165714,9,carlton,1,0,0,0
10004200,parley,409,442277,4970172,10,carver,1,0,0,1
56039000,long,409,283678,5118878,56,otter tail,1,0,0,0
11002900,vermillion,408,434850,5225222,11,cass,1,0,0,0
27003100,calhoun,408,475390,4976564,27,hennepin,1,1,0,1
86027300,french,408,408685,5006774,86,wright,1,0,0,1
10009500,swede,406,435230,4975493,10,carver,1,0,0,1
11019900,hay,406,402344,5191513,11,cass,1,0,0,0
29009200,fifth crow wing,406,355962,5197970,29,hubbard,1,0,0,0
18037700,middle cullen,405,403042,5156205,18,crow wing,1,0,0,0
18035100,little pelican,402,406992,5156809,18,crow wing,1,0,0,0
3003000,boot,401,328252,5215777,3,becker,1,0,0,0
56024500,devils,399,296691,5167028,56,otter tail,1,0,0,0
58013800,big pine,398,496152,5116938,58,pine,1,0,0,0
15006800,long lost,395,317132,5229116,15,clearwater,1,0,0,0
