dow,lake_name,acre,utm_x,utm_y,county,county_name,inspect,zm2019,ss2019,ew2019
21013000,spring,106,311058,5102488,21,douglas,0,0,0,0
21017800,olaf,106,301493,5071386,21,douglas,0,0,0,0
26023500,mustinka river flowage,106,258462,5084563,26,grant,0,0,0,0
27000100,snelling,106,485317,4969733,27,hennepin,0,0,0,1
38015100,pan,106,643404,5316789,38,lake,0,0,0,0
4006800,erickson,106,375182,5280666,4,beltrami,0,0,0,0
69028800,five mile,106,563672,5296970,69,saint louis,0,0,0,0
75004100,hanson,106,280996,5056729,75,stevens,0,0,0,0
11018200,kego,105,409481,5208069,11,cass,0,0,0,0
11034500,cow,105,384402,5180594,11,cass,0,0,0,0
18005900,black,105,431872,5148997,18,crow wing,0,0,0,0
19000400,isabelle,105,512631,4954132,19,dakota,0,1,0,0
19002100,alimagnet,105,480225,4955062,19,dakota,0,0,0,1
26020300,nelson,105,257227,5076403,26,grant,0,0,0,0
31080300,trestle,105,436704,5285619,31,itasca,0,0,0,0
56018700,trulse,105,300032,5120189,56,otter tail,0,0,0,0
60026700,unnamed,105,262496,5279691,60,polk,0,0,0,0
11020200,silver,104,401978,5206748,11,cass,0,0,0,0
11028500,rat,104,395095,5211178,11,cass,0,0,0,0
16025900,zoo,104,680617,5307257,16,cook,0,0,0,0
16047800,peterson,104,662852,5302392,16,cook,0,0,0,0
21015700,echo,104,302136,5076461,21,douglas,0,0,0,0
26023800,moses,104,261919,5085825,26,grant,0,0,0,0
34021600,norstedt,104,341277,5014741,34,kandiyohi,0,0,0,0
38038900,pickle,104,633506,5326089,38,lake,0,0,0,0
49006000,tamarack,104,390108,5123918,49,morrison,0,0,0,0
56085600,wedel,104,258757,5138605,56,otter tail,0,0,0,0
69069200,lucille,104,530963,5358076,69,saint louis,0,0,0,0
69081700,amundsen,104,519324,5356098,69,saint louis,0,0,0,0
73010000,kalla,104,384684,5046888,73,stearns,0,0,0,0
86004300,unnamed,104,437926,4996411,86,wright,0,0,0,0
86017200,unnamed,104,421657,5022235,86,wright,0,0,0,0
1013400,sitas,103,452684,5178019,1,aitkin,0,0,0,0
18013300,miller,103,419042,5152226,18,crow wing,0,0,0,0
18019800,mud,103,427848,5167920,18,crow wing,0,0,0,0
2000200,higgins,103,498303,5015909,2,anoka,0,0,0,0
21012500,private,103,306637,5099062,21,douglas,0,0,0,0
3007000,linbom,103,317344,5198651,3,becker,0,0,0,0
3042000,sands,103,283120,5199114,3,becker,0,0,0,0
31041600,black island,103,460116,5263760,31,itasca,0,0,0,0
31054300,crooked,103,456393,5268740,31,itasca,0,0,0,0
34019500,king,103,339808,5005232,34,kandiyohi,0,0,0,0
36000500,franklin,103,476861,5306077,36,koochiching,0,0,0,0
38020500,nawakwa,103,645005,5335174,38,lake,0,0,0,0
38045200,north wilder,103,620026,5303857,38,lake,0,0,0,0
38053100,splash,103,618269,5321716,38,lake,0,0,0,0
4013900,bass,103,364477,5283611,4,beltrami,0,0,0,0
56033600,moenkedick,103,294716,5164958,56,otter tail,0,0,0,0
56034900,north rice,103,290792,5160062,56,otter tail,0,0,0,0
61003600,nilson,103,320932,5038645,61,pope,0,0,0,0
69013000,little alden,103,574409,5213153,69,saint louis,0,0,0,0
69028300,six mile,103,564745,5298040,69,saint louis,0,0,0,0
69089500,sand,103,497121,5236621,69,saint louis,0,0,0,0
73009700,kreigle,103,384638,5048350,73,stearns,0,0,0,0
77011100,hansman,103,359195,5083585,77,todd,0,0,0,0
86006600,birch,103,430767,5016122,86,wright,0,0,0,1
86023800,nixon,103,417197,5023352,86,wright,0,0,0,0
11028800,wawa,102,397673,5209738,11,cass,0,0,0,0
16018400,abita,102,690107,5311137,16,cook,0,0,0,0
18008000,arbor,102,436249,5141440,18,crow wing,0,0,0,0
31016000,mirror,102,479314,5294492,31,itasca,0,0,0,0
31041700,nose,102,461009,5264347,31,itasca,0,0,0,0
34032100,swenson,102,332224,5014881,34,kandiyohi,0,0,0,0
4024400,boston,102,354578,5288341,4,beltrami,0,0,0,0
56020400,pickerel,102,301804,5140416,56,otter tail,0,0,0,0
56058500,unnamed,102,273222,5118401,56,otter tail,0,0,0,0
61012000,horse,102,305717,5065642,61,pope,0,0,0,0
61017600,unnamed,102,301439,5064865,61,pope,0,0,0,0
69029500,lunetta,102,567317,5311849,69,saint louis,0,0,0,0
69087200,loiten,102,505603,5374690,69,saint louis,0,0,0,0
73017300,school,102,380957,5040114,73,stearns,0,0,0,0
16003500,john,101,719344,5328081,16,cook,0,0,0,0
29018800,gilmore,101,353151,5207548,29,hubbard,0,0,0,0
34030700,unnamed,101,327747,5020121,34,kandiyohi,0,0,0,0
44015100,laduc,101,291570,5263002,44,marshall,0,0,0,0
56046700,onstad,101,278628,5131299,56,otter tail,0,0,0,0
60021800,dahl,101,270156,5282017,60,polk,0,0,0,0
62001800,deep,101,493459,4995634,62,ramsey,0,0,0,0
69009400,fairy,101,587060,5328519,69,saint louis,0,0,0,0
69032900,meander,101,563661,5331783,69,saint louis,0,0,0,0
86029700,scott,101,401356,5014278,86,wright,0,0,0,0
1020100,holy water,100,443010,5208009,1,aitkin,0,0,0,0
11012400,wax,100,420752,5207815,11,cass,0,0,0,0
11038200,boss,100,387764,5198626,11,cass,0,0,0,0
14008900,doran,100,247678,5190961,14,clay,0,0,0,0
16009400,monker,100,696919,5297621,16,cook,0,0,0,0
18004700,turtle,100,436640,5133228,18,crow wing,0,0,0,0
18041000,rat,100,399461,5170319,18,crow wing,0,0,0,0
18041100,nelson,100,400395,5167957,18,crow wing,0,0,0,0
2008500,ward,100,477701,5014695,2,anoka,0,0,0,0
26003200,spring,100,281205,5084072,26,grant,0,0,0,0
26026400,stony brook,100,262856,5108883,26,grant,0,0,0,0
3055000,seabold,100,270398,5199508,3,becker,0,0,0,0
34006000,jesse,100,353001,5011305,34,kandiyohi,0,0,0,0
38003100,thunderbird,100,642691,5273008,38,lake,0,0,0,0
38006900,hazel,100,646181,5305209,38,lake,0,0,0,0
38081200,range,100,589622,5320368,38,lake,0,0,0,0
4030700,sandy,100,343697,5286195,4,beltrami,0,0,0,0
56036400,jim,100,292317,5172473,56,otter tail,0,0,0,0
56050800,william,100,281478,5164273,56,otter tail,0,0,0,0
56164100,rusch,100,292126,5163848,56,otter tail,0,1,0,0
58009300,unnamed,100,512244,5097570,58,pine,0,0,0,0
60026800,unnamed,100,261040,5279505,60,polk,0,0,0,0
61009900,mary,100,308753,5045772,61,pope,0,0,0,0
69021600,beaver,100,571582,5294941,69,saint louis,0,0,0,0
69032300,neewin,100,566658,5317472,69,saint louis,0,0,0,0
69073100,auto,100,527448,5280601,69,saint louis,0,0,0,0
71009600,thompson,100,439098,5022987,71,sherburne,0,0,0,0
73009800,pitts,100,382971,5047046,73,stearns,0,0,0,0
77001000,bass,100,365131,5075704,77,todd,0,0,0,0
8002900,bachelor,100,368170,4901634,8,brown,0,0,0,0
9003000,hardwood,100,526198,5178822,9,carlton,0,0,0,0
21031000,torgerson,99,287011,5083671,21,douglas,0,0,0,0
27006600,lemans,99,468121,5002183,27,hennepin,0,0,0,0
29024700,moran,99,342314,5190898,29,hubbard,0,0,0,0
3046500,johnson,99,283637,5220430,3,becker,0,0,0,0
31039900,little wabana,99,462902,5249761,31,itasca,0,0,0,0
36001400,dark,99,418385,5312008,36,koochiching,0,0,0,0
38036600,gerund,99,634525,5320652,38,lake,0,0,0,0
38049500,trident,99,622413,5323302,38,lake,0,0,0,0
44011000,hart,99,295812,5236908,44,marshall,0,0,0,0
69021700,west robinson,99,570977,5301131,69,saint louis,0,0,0,0
69039300,cooks,99,555631,5206495,69,saint louis,0,0,0,0
75026800,unnamed,99,264070,5064110,75,stevens,0,0,0,0
8001400,school,99,375304,4900318,8,brown,0,0,0,0
86009100,varner,99,429628,5005202,86,wright,0,0,0,0
16019400,pine,98,693351,5307963,16,cook,0,0,0,0
16023500,mcdonald,98,685148,5303985,16,cook,0,0,0,0
16079500,lone,98,649290,5338888,16,cook,0,0,0,0
18034100,crystal,98,410541,5146480,18,crow wing,0,0,0,0
2007500,moore,98,480500,4991419,2,anoka,0,0,0,0
21010500,lottie,98,311601,5085739,21,douglas,0,0,0,0
31002900,mary,98,494120,5229290,31,itasca,0,0,0,0
31045500,mink,98,462279,5273993,31,itasca,0,0,0,0
31048100,highland,98,460866,5268549,31,itasca,0,0,0,0
31086900,dry creek,98,417548,5264562,31,itasca,0,0,0,0
38032400,bow,98,636356,5313574,38,lake,0,0,0,0
38067400,east chub,98,603411,5281429,38,lake,0,0,0,0
4019000,nebish,98,359692,5292586,4,beltrami,0,0,0,0
56049300,south long (nelson),98,279652,5152430,56,otter tail,0,0,0,0
61000200,east johanna,98,329397,5031382,61,pope,0,0,0,0
69029800,saca,98,567758,5309421,69,saint louis,0,0,0,0
69047500,steep,98,556607,5350587,69,saint louis,0,0,0,0
69081900,gannon,98,519653,5353526,69,saint louis,0,0,0,0
69084300,ek,98,512081,5368657,69,saint louis,0,0,0,0
75018300,drywood,98,258219,5034452,75,stevens,0,0,0,0
86017400,north,98,426918,5020753,86,wright,0,0,0,0
1002700,sheriff,97,485281,5158773,1,aitkin,0,0,0,0
1003100,anderson,97,482221,5176078,1,aitkin,0,0,0,0
1007800,brown,97,474841,5179236,1,aitkin,0,0,0,0
1010700,red,97,460008,5176708,1,aitkin,0,0,0,0
11022900,horseshoe,97,397214,5183133,11,cass,0,0,0,0
11030200,little portage,97,399392,5246828,11,cass,0,0,0,0
26013600,eide,97,269872,5090831,26,grant,0,0,0,0
31020700,bass,97,471457,5230287,31,itasca,0,0,0,0
32001700,independence,97,335135,4847684,32,jackson,0,0,0,0
4028300,isle,97,345785,5303420,4,beltrami,0,0,0,0
44011500,perch,97,290527,5244655,44,marshall,0,0,0,0
69019900,ed shave,97,578800,5325168,69,saint louis,0,0,0,0
69052300,dodo,97,544161,5216676,69,saint louis,0,0,0,0
82002100,long,97,511583,4988433,82,washington,0,0,0,1
11045000,south haynes,96,375143,5192030,11,cass,0,0,0,0
11046800,alice,96,374281,5210636,11,cass,0,0,0,0
15009500,gimiwan,96,323765,5319927,15,clearwater,0,0,0,0
16025600,swamp,96,680317,5302016,16,cook,0,0,0,0
16062100,tepee,96,662750,5336246,16,cook,0,0,0,0
18030700,campbell,96,412167,5146244,18,crow wing,0,0,0,0
27010700,parkers,96,462823,4982332,27,hennepin,0,0,0,1
3024900,pearce,96,293507,5186014,3,becker,0,0,0,0
3056200,trotochaud,96,275221,5210145,3,becker,0,0,0,0
31004800,libby,96,494196,5259719,31,itasca,0,0,0,0
31058700,orange,96,452992,5255041,31,itasca,0,0,0,0
31059100,cranberry,96,448063,5255310,31,itasca,0,0,0,0
31062200,dead horse,96,449198,5264625,31,itasca,0,0,0,0
31069000,aspen,96,450316,5284606,31,itasca,0,0,0,0
37020300,mud,96,237221,5006973,37,lac qui parle,0,0,0,0
38034000,carol,96,630998,5311093,38,lake,0,0,0,0
4015100,alice,96,355407,5268281,4,beltrami,0,0,0,0
56032200,lone pine,96,294165,5153288,56,otter tail,0,0,0,0
56034800,tenter,96,289919,5159884,56,otter tail,0,0,0,0
56048300,duck,96,281465,5148826,56,otter tail,0,0,0,0
56061100,alkali,96,268180,5114683,56,otter tail,0,0,0,0
58011700,rock,96,501767,5071414,58,pine,0,0,0,0
6004200,unnamed,96,238602,5030877,6,big stone,0,0,0,0
62001600,beaver,96,499642,4980064,62,ramsey,0,0,0,1
69006400,dry,96,584289,5312417,69,saint louis,0,0,0,0
69023200,horseshoe,96,567579,5204336,69,saint louis,0,0,0,0
69070300,crooked,96,528284,5204432,69,saint louis,0,0,0,0
69073200,little sand,96,525449,5278815,69,saint louis,0,0,0,0
69083700,beast,96,517529,5372856,69,saint louis,0,0,0,0
73000300,maria,96,412445,5028030,73,stearns,0,0,0,0
77019500,faille,96,334558,5081078,77,todd,0,0,0,0
11035200,pickerel,95,388542,5193647,11,cass,0,0,0,0
15004000,bagley,95,332540,5291962,15,clearwater,0,0,0,0
16023800,hand,95,685882,5308233,16,cook,0,0,0,0
3024400,long,95,297090,5224820,3,becker,0,0,0,0
3064500,west labelle,95,264951,5198113,3,becker,0,0,0,0
31025300,camerton,95,468332,5259341,31,itasca,0,0,0,0
38035900,sedative,95,630763,5321539,38,lake,0,0,0,0
38047400,starlight,95,623920,5311519,38,lake,0,0,0,0
38080900,chippewa,95,590128,5334415,38,lake,0,0,0,0
41005500,north ash,95,238061,4924998,41,lincoln,0,0,0,0
60026200,crystal,95,266897,5279616,60,polk,0,0,0,0
60031600,raff,95,257588,5266605,60,polk,0,0,0,0
6008900,karl slough,95,236361,5032736,6,big stone,0,0,0,0
73007000,watab,95,399128,5050311,73,stearns,0,1,0,0
73014000,mud,95,379180,5029606,73,stearns,0,0,0,0
82001700,carol,95,512347,4993603,82,washington,0,0,0,0
82015100,south school section,95,507563,4998424,82,washington,0,0,0,0
86010300,ida,95,421451,4981837,86,wright,0,0,0,0
86016400,rice,95,422084,5025996,86,wright,0,0,0,0
1006300,bass,94,476298,5184052,1,aitkin,0,0,0,0
16019300,mit,94,689931,5308218,16,cook,0,0,0,0
16045800,town,94,666936,5315974,16,cook,0,0,0,0
16054400,rib,94,665131,5323164,16,cook,0,0,0,0
18025400,little bass,94,416709,5158932,18,crow wing,0,0,0,0
27015800,holy name,94,458082,4984832,27,hennepin,0,0,0,0
3047300,buck,94,276892,5178128,3,becker,0,0,0,0
38011700,van,94,640698,5322680,38,lake,0,0,0,0
38069900,bogberry,94,601272,5295352,38,lake,0,0,0,0
73004200,island,94,392340,5023993,73,stearns,0,0,0,0
75004500,hanse,94,281642,5055817,75,stevens,0,0,0,0
78002300,unnamed,94,216341,5055600,78,traverse,0,0,0,0
82000400,edith,94,515291,4976067,82,washington,0,0,0,0
11044100,scribner,93,382171,5183117,11,cass,0,0,0,0
11048900,little moss,93,381170,5238447,11,cass,0,0,0,0
16009100,pierz,93,704838,5324994,16,cook,0,0,0,0
18039700,fawn,93,398593,5154486,18,crow wing,0,0,0,0
21023100,nelson,93,301599,5091023,21,douglas,0,0,0,0
21024100,boesen,93,297262,5106304,21,douglas,0,0,0,0
21036700,unnamed,93,290758,5101069,21,douglas,0,0,0,0
26003900,olson,93,283470,5084188,26,grant,0,0,0,0
26011400,shauer,93,272429,5072570,26,grant,0,0,0,0
26018200,jones,93,267123,5084158,26,grant,0,0,0,0
29006000,oak,93,369495,5225692,29,hubbard,0,0,0,0
31030500,ann,93,468330,5277195,31,itasca,0,0,0,0
31048400,blandin,93,464875,5269100,31,itasca,0,0,0,0
31053100,mountain ash,93,456708,5211621,31,itasca,0,0,0,0
34022000,unnamed,93,339035,5012310,34,kandiyohi,0,0,0,0
34061100,unnamed,93,354043,5014195,34,kandiyohi,0,0,0,0
38003800,lupus,93,639183,5277131,38,lake,0,0,0,0
42000500,south twin,93,284386,4900070,42,lyon,0,0,0,0
51002700,smith,93,284918,4885823,51,murray,0,0,0,0
56038400,pine,93,286916,5158143,56,otter tail,0,0,0,0
60017800,tee,93,274653,5272842,60,polk,0,0,0,0
62023700,unnamed,93,498710,4972003,62,ramsey,0,0,0,0
82013800,horseshoe,93,502942,5005031,82,washington,0,0,0,0
86007200,north,93,432186,5013677,86,wright,0,0,0,0
86026400,brooks,93,405329,4993393,86,wright,0,0,0,0
1021000,brown,92,440792,5169572,1,aitkin,0,0,0,0
11002200,spring,92,433410,5219068,11,cass,0,0,0,0
11036300,johnson,92,390358,5187477,11,cass,0,0,0,0
11042400,moose,92,379095,5161864,11,cass,0,0,0,0
18011400,pascoe,92,421225,5148956,18,crow wing,0,0,0,0
18019000,indian jack,92,427303,5155691,18,crow wing,0,0,0,0
18028100,tamarack,92,417394,5168973,18,crow wing,0,0,0,0
18032300,sorenson,92,410520,5145248,18,crow wing,0,0,0,0
2004100,unnamed,92,488573,4998146,2,anoka,0,0,0,0
3034300,gooseberry,92,288226,5217188,3,becker,0,0,0,0
31020900,round,92,472863,5228983,31,itasca,0,0,0,0
31079800,east,92,435968,5280681,31,itasca,0,0,0,0
31083300,bass,92,427710,5275915,31,itasca,0,0,0,0
38005300,dam five,92,642678,5278708,38,lake,0,0,0,0
4013600,hagali,92,364928,5290256,4,beltrami,0,0,0,0
44022500,unnamed,92,285206,5250461,44,marshall,0,0,0,0
56035300,gray,92,295435,5176012,56,otter tail,0,0,0,0
56099700,unnamed,92,256888,5142131,56,otter tail,0,0,0,0
60024700,unnamed,92,265903,5283539,60,polk,0,0,0,0
61010800,white star,92,307304,5059782,61,pope,0,0,0,0
66005600,lemay,92,462131,4922484,66,rice,0,0,0,0
69018200,hook,92,575587,5318793,69,saint louis,0,0,0,0
69063800,east stone,92,534953,5236811,69,saint louis,0,0,0,0
69083800,oslo,92,514223,5373821,69,saint louis,0,0,0,0
69084000,six mile,92,514249,5255080,69,saint louis,0,0,0,0
69087100,quill,92,503680,5375580,69,saint louis,0,0,0,0
16035700,crab,91,675980,5328253,16,cook,0,0,0,0
16072500,jerry,91,655138,5321341,16,cook,0,0,0,0
16075200,bat,91,655361,5325816,16,cook,0,0,0,0
18020600,papoose,91,427608,5182123,18,crow wing,0,0,0,0
27041100,unnamed,91,440545,4990044,27,hennepin,0,0,0,0
29001500,williams,91,372978,5201377,29,hubbard,0,0,0,0
3018600,wettles,91,296968,5189848,3,becker,0,0,0,0
43005700,unnamed,91,398743,4959938,43,mahnomen,0,0,0,0
56039600,lacey,91,281241,5116495,56,otter tail,0,0,0,0
56152400,twin,91,285148,5142361,56,otter tail,0,0,0,0
69005800,perch,91,581296,5290383,69,saint louis,0,0,0,0
86017000,twin,91,423522,5021952,86,wright,0,0,0,0
86029800,union,91,401076,5011865,86,wright,0,0,0,0
1001400,savanna,90,485992,5188248,1,aitkin,0,0,0,0
11001000,windy,90,439277,5199848,11,cass,0,0,0,0
15002000,sucker,90,327937,5236586,15,clearwater,0,0,0,0
16041200,upper cone,90,672559,5316070,16,cook,0,0,0,0
18005700,goose,90,433838,5140623,18,crow wing,0,0,0,0
21028100,roland,90,288511,5075256,21,douglas,0,0,0,0
26003000,turtle,90,279824,5085117,26,grant,0,0,0,0
29019000,loon,90,350924,5205718,29,hubbard,0,0,0,0
3006900,unnamed,90,318177,5198193,3,becker,0,0,0,0
31004300,long,90,493243,5261271,31,itasca,0,0,0,0
31080900,crooked,90,439051,5281431,31,itasca,0,0,0,0
32002300,spirit,90,329771,4818885,32,jackson,0,0,0,0
38001100,agamok,90,646037,5325909,38,lake,0,0,0,0
4006200,bass,90,379246,5273657,4,beltrami,0,0,0,0
4031200,sandy,90,342135,5299948,4,beltrami,0,0,0,0
44011100,buresh,90,293620,5237184,44,marshall,0,0,0,0
56044100,back,90,279175,5120501,56,otter tail,0,0,0,0
60020600,foot,90,277996,5277269,60,polk,0,0,0,0
6010100,olson,90,232966,5033610,6,big stone,0,0,0,0
69038400,little shell,90,559697,5339887,69,saint louis,0,0,0,0
69063100,kauppi,90,541702,5221735,69,saint louis,0,0,0,0
69064400,fig,90,541033,5238268,69,saint louis,0,0,0,0
73008700,krays,90,385894,5032531,73,stearns,0,0,0,0
75028700,unnamed,90,250775,5042926,75,stevens,0,0,0,0
86027400,dans,90,409041,5005266,86,wright,0,0,0,0
11021100,ruth,89,397274,5142131,11,cass,0,0,0,0
11033200,hardy,89,386509,5146081,11,cass,0,0,0,0
15000800,twin,89,327341,5230648,15,clearwater,0,0,0,0
15003500,spike,89,329325,5289627,15,clearwater,0,0,0,0
16022000,morgan,89,691095,5318789,16,cook,0,0,0,0
16028800,eagle,89,680093,5308618,16,cook,0,0,0,0
16034400,bigsby,89,677735,5289155,16,cook,0,0,0,0
16040800,squire,89,671010,5308916,16,cook,0,0,0,0
18005100,esden,89,428533,5131938,18,crow wing,0,0,0,0
18009100,olander,89,427893,5145153,18,crow wing,0,0,0,0
18013100,clinker,89,427010,5152155,18,crow wing,0,0,0,0
18044100,huntington mine,89,422479,5147641,18,crow wing,0,1,0,0
31049700,fifth chain,89,459541,5266453,31,itasca,0,0,0,0
38049000,trader,89,627379,5323805,38,lake,0,0,0,0
4017500,george,89,355255,5286784,4,beltrami,0,0,0,0
58010700,long,89,510227,5125445,58,pine,0,0,0,0
61012800,strandness,89,304069,5059834,61,pope,0,0,0,0
61017300,anderson,89,295746,5066065,61,pope,0,0,0,0
69012800,briar,89,578809,5213714,69,saint louis,0,0,0,0
73021900,lovell,89,370897,5067768,73,stearns,0,0,0,0
77018800,west union,89,337481,5073705,77,todd,0,0,0,0
86014000,silver,89,423221,5017966,86,wright,0,0,0,1
11027200,ixl,88,399265,5197863,11,cass,0,0,0,0
16071800,west fern,88,650812,5324996,16,cook,0,0,0,0
17002000,eagle,88,338883,4868356,17,cottonwood,0,0,0,0
18038800,love,88,398707,5143655,18,crow wing,0,1,0,0
29023100,twenty,88,347637,5237755,29,hubbard,0,0,0,0
3058600,fig,88,262514,5187722,3,becker,0,0,0,0
31005200,bower,88,489445,5271028,31,itasca,0,0,0,0
31045200,gunn,88,459492,5265411,31,itasca,0,0,0,0
34034800,unnamed,88,324527,5025230,34,kandiyohi,0,0,0,0
38030100,south hope,88,632698,5304922,38,lake,0,0,0,0
38046300,pelt,88,624632,5297949,38,lake,0,0,0,0
40003900,roemhildts,88,442422,4900362,40,le sueur,0,0,0,0
46003700,high,88,381625,4843115,46,mcleod,0,0,0,0
56086500,opperman,88,264198,5131863,56,otter tail,0,0,0,0
58007800,rush,88,517892,5133763,58,pine,0,0,0,0
60014200,hill river,88,289251,5284283,60,polk,0,0,0,0
61001500,unnamed,88,331576,5048112,61,pope,0,0,0,0
61012700,unnamed,88,304508,5032355,61,pope,0,0,0,0
69008700,holy,88,583821,5324135,69,saint louis,0,0,0,0
69023100,jacobs,88,567495,5205964,69,saint louis,0,0,0,0
69059000,maude,88,548121,5328643,69,saint louis,0,0,0,0
75009600,pomme de terre reservoir,88,275114,5050887,75,stevens,0,0,0,0
11017800,football,87,407829,5211094,11,cass,0,0,0,0
3031900,blackberry,87,287945,5208281,3,becker,0,0,0,0
3033700,little bass,87,292004,5219572,3,becker,0,0,0,0
31075000,mud,87,445291,5243479,31,itasca,0,0,0,0
38000300,lost,87,647970,5288596,38,lake,0,0,0,0
38045500,pose,87,624824,5302262,38,lake,0,0,0,0
53001600,kinbrae,87,300537,4855700,53,nobles,0,0,0,0
56002300,cora,87,320559,5115051,56,otter tail,0,0,0,0
56083900,unnamed,87,261088,5124603,56,otter tail,0,0,0,0
61020500,shopper,87,293454,5068342,61,pope,0,0,0,0
69003500,tommila,87,590087,5242426,69,saint louis,0,0,0,0
69014600,harris,87,573559,5237937,69,saint louis,0,0,0,0
69065400,horseshoe,87,535400,5250849,69,saint louis,0,0,0,0
69093800,moran,87,495486,5263716,69,saint louis,0,0,0,0
86012200,light foot,87,427223,5005555,86,wright,0,0,0,0
11015500,blind,86,407041,5186293,11,cass,0,0,0,0
16007900,sunfish,86,712133,5319201,16,cook,0,0,0,0
21035000,unnamed,86,290367,5099481,21,douglas,0,0,0,0
31017500,buttonbox,86,478112,5300110,31,itasca,0,0,0,0
31056900,guile,86,448640,5232182,31,itasca,0,0,0,0
31090800,upper pigeon,86,411709,5271416,31,itasca,0,0,0,0
31094500,haskell,86,467568,5262101,31,itasca,0,0,0,0
34061000,unnamed,86,348759,5022864,34,kandiyohi,0,0,0,0
38002000,east,86,647241,5276704,38,lake,0,0,0,0
38028300,sumpet,86,634722,5292855,38,lake,0,0,0,0
44001000,sawmill,86,304744,5229728,44,marshall,0,0,0,0
44056200,marsh creek wma,86,270230,5255186,44,marshall,0,0,0,0
56006300,mud,86,323197,5170464,56,otter tail,0,0,0,0
56051400,elbow,86,283903,5160428,56,otter tail,0,0,0,0
56056200,long,86,276848,5120484,56,otter tail,0,0,0,0
56056400,jotan,86,276926,5121248,56,otter tail,0,0,0,0
60019900,eighteen,86,270558,5280656,60,polk,0,0,0,0
61021500,unnamed,86,292993,5061865,61,pope,0,0,0,0
69016700,west twin,86,578516,5313398,69,saint louis,0,0,0,0
69028100,four mile,86,562976,5297844,69,saint louis,0,0,0,0
73023100,long,86,366623,5062895,73,stearns,0,0,0,0
82008000,keewahtin,86,507930,5010774,82,washington,0,0,0,0
15001700,robinson,85,328719,5242672,15,clearwater,0,0,0,0
16055400,thelma,85,658602,5321690,16,cook,0,0,0,0
18011500,portage,85,420850,5147693,18,crow wing,0,0,0,0
18030100,meyer,85,414330,5175684,18,crow wing,0,0,0,0
18030900,fawn,85,411944,5165020,18,crow wing,0,0,0,0
18034700,lynch,85,407137,5162440,18,crow wing,0,0,0,0
29007300,owl,85,363291,5204567,29,hubbard,0,0,0,0
29010800,coon,85,359289,5209286,29,hubbard,0,0,0,0
3034500,unnamed,85,290286,5216904,3,becker,0,0,0,0
31011500,bass,85,478148,5237680,31,itasca,0,0,0,0
31028900,lost,85,469719,5281930,31,itasca,0,0,0,0
31065800,little dick,85,453297,5273328,31,itasca,0,0,0,0
33002400,lake full of fish,85,482271,5098051,33,kanabec,0,0,0,0
38055200,dragon,85,611975,5283866,38,lake,0,0,0,0
38078100,stub,85,596606,5311097,38,lake,0,0,0,0
4000300,pug hole,85,385150,5259163,4,beltrami,0,1,0,0
56029500,hollo,85,287819,5121641,56,otter tail,0,0,0,0
56067700,nelson,85,274845,5133430,56,otter tail,0,0,0,0
56075600,john,85,268548,5160173,56,otter tail,0,0,0,0
60026500,braaten,85,263980,5279776,60,polk,0,0,0,0
69009500,home,85,583742,5329707,69,saint louis,0,0,0,0
69054800,little mud hen,85,551196,5244478,69,saint louis,0,0,0,0
69086300,swan,85,509454,5329534,69,saint louis,0,0,0,0
69118200,unnamed,85,575932,5205190,69,saint louis,0,0,0,0
70005600,campbell,85,460393,4950530,70,scott,0,0,0,0
72005400,hahn,85,402402,4943694,72,sibley,0,0,0,0
86024200,wiegand,85,414619,5022134,86,wright,0,0,0,1
1019000,starry,84,441759,5179364,1,aitkin,0,0,0,0
11009300,wilson,84,429922,5215946,11,cass,0,0,0,0
11025400,bass,84,398388,5185856,11,cass,0,0,0,0
16044600,cliff,84,675097,5316502,16,cook,0,0,0,0
16081000,hop,84,647975,5319569,16,cook,0,0,0,0
2006300,anderson,84,487629,5019284,2,anoka,0,0,0,0
21055100,nelson,84,308957,5081162,21,douglas,0,0,0,0
3039200,oak,84,278735,5193576,3,becker,0,0,0,0
31024600,rahkos,84,475252,5261466,31,itasca,0,0,0,0
31027800,barwise,84,468710,5267270,31,itasca,0,0,0,0
31032000,wilson,84,474125,5287185,31,itasca,0,0,0,0
31053600,doan,84,456652,5252430,31,itasca,0,0,0,0
31057200,cavanaugh,84,453126,5229692,31,itasca,0,0,0,0
34012000,alvig,84,348073,5009008,34,kandiyohi,0,0,0,0
38000400,cook,84,647764,5299145,38,lake,0,0,0,0
38004900,wanless,84,639784,5281851,38,lake,0,0,0,0
38055900,kitigan,84,617919,5283173,38,lake,0,0,0,0
38066400,dunnigan,84,602630,5284752,38,lake,0,0,0,0
38078900,camp,84,592843,5316075,38,lake,0,0,0,0
4026700,ten mile,84,354418,5292001,4,beltrami,0,0,0,0
4027700,green,84,346607,5302199,4,beltrami,0,0,0,0
56048000,leon,84,283808,5140308,56,otter tail,0,0,0,0
56095400,faunce,84,257036,5118972,56,otter tail,0,0,0,0
58011100,stanton,84,512789,5130151,58,pine,0,0,0,0
69059300,gustafson,84,549196,5324365,69,saint louis,0,0,0,0
69061900,simian,84,536294,5181625,69,saint louis,0,0,0,0
69067600,olive,84,535811,5325807,69,saint louis,0,0,0,0
82001600,silver,84,511790,4994326,82,washington,0,0,0,0
82010300,olson,84,504445,4984816,82,washington,0,0,0,0
1000500,rice,83,489582,5160186,1,aitkin,0,0,0,0
